ID,Nombre,Categoria,Marca,Precio,CodeBar
1199,Chervil - Fresh,n/a,PowerShares Multi-Strategy Alternative Portfolio,$92.71,303-75-1827
1200,Water Chestnut - Canned,n/a,iShares Morningstar Mid-Cap ETF,$14.82,589-95-9783
1201,Canada Dry,Basic Industries,"Xerium Technologies, Inc.",$62.40,303-71-7932
1202,Squash - Acorn,Health Care,"Argos Therapeutics, Inc.",$32.40,739-87-6659
1203,Cake - Night And Day Choclate,Health Care,"Agile Therapeutics, Inc.",$29.68,391-84-4407
1204,Pork - Smoked Kassler,n/a,"Blackrock MuniYield Quality Fund II, Inc.",$62.34,360-13-9344
1205,Compound - Strawberry,Consumer Services,"Home Depot, Inc. (The)",$61.72,745-08-5040
1206,Lettuce - Belgian Endive,n/a,Nuveen Global High Income Fund,$29.76,875-62-7810
1207,Tea - Decaf 1 Cup,Consumer Services,"Daseke, Inc.",$19.56,493-99-4115
1208,"Ice - Clear, 300 Lb For Carving",n/a,"TCG BDC, Inc.",$14.00,239-85-7211
1209,"Beets - Candy Cane, Organic",Public Utilities,"General Communication, Inc.",$73.59,398-17-6046
1210,Papadam,n/a,Gabelli Multi-Media Trust Inc. (The),$35.41,283-65-7174
1211,Turnip - Wax,n/a,Virtus Total Return Fund Inc.,$54.66,206-67-0690
1212,Waffle Stix,Health Care,"TrovaGene, Inc.",$56.04,260-98-8510
1213,Squash - Butternut,Basic Industries,Balchem Corporation,$19.22,769-68-3062
1214,Wine La Vielle Ferme Cote Du,Public Utilities,"pdvWireless, Inc.",$15.19,683-16-2367
1215,"Chicken - Thigh, Bone In",Consumer Services,"Kirkland's, Inc.",$12.90,189-61-1012
1216,"Chocolate - Pistoles, Lactee, Milk",Finance,"Maiden Holdings, Ltd.",$39.25,815-40-9790
1217,Longos - Grilled Chicken With,n/a,Voya Emerging Markets High Income Dividend Equity Fund,$7.77,850-76-4949
1218,Sugar - Brown,Consumer Services,Equity Commonwealth,$87.01,354-12-6294
1219,Lamb - Rack,Capital Goods,"TRI Pointe Group, Inc.",$24.87,483-33-1448
1220,Cake - Bande Of Fruit,Finance,Matlin & Partners Acquisition Corporation,$32.49,240-34-3353
1221,"Beef - Ox Tongue, Pickled",Basic Industries,"Arcadia Biosciences, Inc.",$34.10,564-72-0914
1222,Bread - Raisin Walnut Pull,Public Utilities,United States Cellular Corporation,$53.82,627-70-2167
1223,Cake - Cheese Cake 9 Inch,Finance,"Home BancShares, Inc.",$19.31,608-01-0851
1224,Jicama,Consumer Services,Brookfield Canada Office Properties,$23.13,386-36-7624
1225,Ice Cream Bar - Hagen Daz,Capital Goods,"TRI Pointe Group, Inc.",$22.14,863-61-6781
1226,Beer - Rickards Red,Technology,Wipro Limited,$43.40,316-80-2083
1227,"Soup - Campbells, Minestrone",Capital Goods,Ampco-Pittsburgh Corporation,$32.61,551-12-6609
1228,"Yogurt - Strawberry, 175 Gr",Finance,"Synthetic Fixed-Income Securities, Inc.",$35.94,856-76-7250
1229,Vinegar - White,Health Care,Stryker Corporation,$55.91,752-42-6723
1230,Mousse - Mango,Public Utilities,"NiSource, Inc",$6.27,820-87-9383
1231,Flour - Semolina,n/a,Southern California Edison Company,$68.88,844-14-4629
1232,Rabbit - Whole,Health Care,"Align Technology, Inc.",$23.86,717-14-5255
1233,Milk - Chocolate 250 Ml,Consumer Durables,"Schnitzer Steel Industries, Inc.",$36.08,189-82-1039
1234,Bar Energy Chocchip,Technology,3D Systems Corporation,$94.33,840-11-3670
1235,Lychee - Canned,n/a,Calamos Strategic Total Return Fund,$97.83,116-81-9633
1236,Amarula Cream,Consumer Services,"Reven Housing REIT, Inc.",$2.72,816-48-8911
1237,Mushrooms - Honey,Capital Goods,"Orbital ATK, Inc.",$79.00,779-24-2626
1238,Coffee - Espresso,n/a,Morgan Stanley,$79.76,800-11-4585
1239,"Beans - Fava, Canned",Health Care,TiGenix,$7.81,423-93-3273
1240,Ecolab Crystal Fusion,Consumer Services,Liberty Interactive Corporation,$26.72,353-25-2691
1241,Muffin Hinge - 211n,n/a,Navios Maritime Midstream Partners LP,$94.77,522-02-5422
1242,Kellogs All Bran Bars,Consumer Services,"Churchill Downs, Incorporated",$43.98,825-21-1995
1243,Beef - Rib Eye Aaa,n/a,"NextEra Energy, Inc.",$30.15,482-39-7483
1244,Onions - Cippolini,Technology,"Edgewater Technology, Inc.",$35.86,884-11-6202
1245,English Muffin,Consumer Services,"Nord Anglia Education, Inc.",$10.20,478-05-3013
1246,Wine - Taylors Reserve,Energy,Kosmos Energy Ltd.,$79.78,463-65-8103
1247,Bread Country Roll,Miscellaneous,"SITO Mobile, Ltd.",$16.64,865-77-3166
1248,"Sauce - White, Mix",n/a,VictoryShares US Small Cap High Div Volatility Wtd ETF,$85.51,442-81-3927
1249,Venison - Striploin,Capital Goods,"Harvard Bioscience, Inc.",$0.18,168-34-9815
1250,"Split Peas - Yellow, Dry",n/a,Calamos Global Total Return Fund,$95.26,632-34-0698
1251,"Wine - Red, Gallo, Merlot",Transportation,"Knight Transportation, Inc.",$62.35,551-12-6605
1252,Chivas Regal - 12 Year Old,n/a,"BLACKROCK INTERNATIONAL, LTD.",$24.57,326-32-5227
1253,Flour Dark Rye,n/a,PowerShares KBW Premium Yield Equity REIT Portfolio,$93.58,578-55-1802
1254,Bagels Poppyseed,n/a,TriplePoint Venture Growth BDC Corp.,$37.93,207-52-8906
1255,Breakfast Quesadillas,n/a,BlackRock Multi-Sector Income Trust,$45.79,707-30-2110
1256,Sauce Bbq Smokey,n/a,The Gabelli Healthcare & Wellness Trust,$28.58,602-23-6085
1257,Wine - German Riesling,n/a,ENDRA Life Sciences Inc.,$15.40,335-19-0191
1258,Muffin Hinge 117n,Health Care,"Merck & Company, Inc.",$25.18,190-21-3800
1259,Beer - Tetleys,Public Utilities,"Hawaiian Electric Industries, Inc.",$43.07,785-22-6121
1260,"Tortillas - Flour, 8",Health Care,"IDEXX Laboratories, Inc.",$15.12,113-11-4562
1261,Vodka - Moskovskaya,n/a,"Prudential Short Duration High Yield Fund, Inc.",$61.39,159-16-7262
1262,Tea - Decaf Lipton,Consumer Non-Durables,"Mondelez International, Inc.",$27.91,251-14-5265
1263,Bread - Focaccia Quarter,Technology,"MACOM Technology Solutions Holdings, Inc.",$83.72,307-58-0941
1264,Mix Pina Colada,Technology,"Q2 Holdings, Inc.",$49.67,458-47-9139
1265,"Wine - Red, Cooking",n/a,KKR & Co. L.P.,$91.22,847-46-6429
1266,Beef - Bresaola,Finance,"The Hanover Insurance Group, Inc.",$42.36,619-25-7746
1267,Flour - Pastry,Health Care,Accuray Incorporated,$94.84,250-13-7743
1268,Sobe - Berry Energy,n/a,J P Morgan Chase & Co,$9.24,435-25-2956
1269,Figs,n/a,Invesco Pennsylvania Value Municipal Income Trust,$16.74,500-84-5736
1270,"Pepper - White, Ground",Consumer Services,"Care.com, Inc.",$76.64,588-70-5559
1271,Apricots - Dried,Consumer Services,"NexPoint Residential Trust, Inc.",$84.28,106-02-9178
1272,"Pork - Loin, Bone - In",Basic Industries,Primero Mining Corp,$98.42,691-67-8954
1273,Green Tea Refresher,n/a,Investors Real Estate Trust,$76.24,767-66-7875
1274,Clam Nectar,Transportation,"Covenant Transportation Group, Inc.",$5.87,279-97-9375
1275,Cherries - Frozen,Public Utilities,DTE Energy Company,$49.94,356-66-1145
1276,Oil - Olive,Health Care,"Retrophin, Inc.",$76.78,388-49-8632
1277,Asparagus - Frozen,Health Care,"Nu Skin Enterprises, Inc.",$18.07,482-54-8623
1278,Piping Jelly - All Colours,n/a,American Homes 4 Rent,$86.42,249-18-2766
1279,"Veal - Shank, Pieces",Technology,Wix.com Ltd.,$27.69,311-47-5666
1280,Bonito Flakes - Toku Katsuo,Basic Industries,Sociedad Quimica y Minera S.A.,$62.14,360-50-5179
1281,Beef - Ground Medium,Consumer Services,"Golden Entertainment, Inc.",$48.11,594-44-5245
1282,Chocolate Bar - Reese Pieces,Basic Industries,Procter & Gamble Company (The),$1.78,165-22-3852
1283,"Wine - Red, Pelee Island Merlot",Technology,Standex International Corporation,$91.80,840-75-7798
1284,Food Colouring - Pink,Consumer Services,Sotherly Hotels Inc.,$1.46,671-75-0571
1285,"Lemonade - Mandarin, 591 Ml",Consumer Services,"Shake Shack, Inc.",$56.78,491-59-1891
1286,Lumpfish Black,n/a,PowerShares DWA Basic Materials Momentum Portfolio,$4.36,382-46-1019
1287,Bread - Pumpernickel,Finance,"Civista Bancshares, Inc. ",$57.63,434-53-1622
1288,"Lemonade - Natural, 591 Ml",Consumer Services,Liberty Global plc,$49.01,427-10-5860
1289,Squid - U - 10 Thailand,Consumer Services,Ashford Hospitality Trust Inc,$57.47,305-34-7708
1290,Pork - Backfat,Health Care,"Delcath Systems, Inc.",$45.27,243-85-4197
1291,"Tuna - Canned, Flaked, Light",n/a,OFG Bancorp,$26.26,639-60-8635
1292,"Pork - Loin, Bone - In",Public Utilities,"Chunghwa Telecom Co., Ltd.",$29.57,791-86-0858
1293,Rice - Sushi,Technology,Autobytel Inc.,$64.90,524-80-6047
1294,Milk - 1%,Health Care,Dextera Surgical Inc.,$23.79,194-64-4812
1295,Soup - Tomato Mush. Florentine,Technology,Logitech International S.A.,$0.26,396-29-3076
1296,The Pop Shoppe - Cream Soda,Capital Goods,"Aerojet Rocketdyne Holdings, Inc. ",$89.94,848-74-6582
1297,Peppercorns - Pink,Technology,Cheetah Mobile Inc.,$28.20,590-51-4096
1298,Appetizer - Crab And Brie,Consumer Services,Intercontinental Hotels Group,$69.96,838-79-8348
1299,Sugar - Individual Portions,Health Care,Ligand Pharmaceuticals Incorporated,$90.56,886-04-1681
1300,Beef - Diced,n/a,Constellation Brands Inc,$74.18,405-15-9433
1301,Chicken Breast Wing On,Basic Industries,Mountain Province Diamonds Inc.,$91.17,635-66-2751
1302,Syrup - Monin - Passion Fruit,Capital Goods,"Vishay Intertechnology, Inc.",$5.62,187-22-1207
1303,Tilapia - Fillets,Consumer Non-Durables,The Kraft Heinz Company,$34.14,362-08-5079
1304,"Glass - Wine, Plastic, Clear 5 Oz",n/a,Blackrock Municipal 2018 Term Trust,$9.13,406-46-3903
1305,"Wine - White, Colubia Cresh",Technology,Microsoft Corporation,$70.61,539-82-7329
1306,Bread Base - Italian,Health Care,"Protagonist Therapeutics, Inc.",$14.30,669-50-4202
1307,Wasabi Paste,n/a,John Hancock Preferred Income Fund,$60.79,280-85-3958
1308,Cookie - Oreo 100x2,Consumer Services,Gogo Inc.,$84.96,813-05-4628
1309,Buffalo - Short Rib Fresh,Energy,Whiting Petroleum Corporation,$3.53,242-35-1492
1310,Chocolate - Compound Coating,Finance,Riverview Bancorp Inc,$27.51,756-88-2708
1311,"Mushroom - Shitake, Fresh",Health Care,Medovex Corp.,$29.67,555-10-0682
1312,Clams - Canned,Finance,Independent Bank Corporation,$88.24,167-63-8847
1313,Butter - Unsalted,Capital Goods,"Perceptron, Inc.",$37.61,719-11-9015
1314,Tea - Camomele,Technology,Microchip Technology Incorporated,$68.23,893-94-3161
1315,Wine - Valpolicella Masi,Public Utilities,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp,$98.43,170-41-0265
1316,"Pasta - Spaghetti, Dry",Health Care,"Mirati Therapeutics, Inc.",$16.50,789-81-6593
1317,Sea Bass - Whole,Finance,UNIVERSAL INSURANCE HOLDINGS INC,$21.52,680-23-9742
1318,Shrimp - 150 - 250,n/a,First Trust TCW Opportunistic Fixed Income ETF,$7.23,715-99-8427
1319,Lamb - Loin Chops,Health Care,Herbalife LTD.,$80.09,640-71-6560
1320,Wine - Gewurztraminer Pierre,n/a,Brasilagro Cia Brasileira De Propriedades Agricolas,$76.61,298-28-2001
1321,"Lemonade - Island Tea, 591 Ml",Finance,"Waterstone Financial, Inc.",$1.13,153-10-1738
1322,"Vermacelli - Sprinkles, Assorted",Finance,Double Eagle Acquisition Corp.,$30.19,857-52-1251
1323,"Soda Water - Club Soda, 355 Ml",n/a,iShares FTSE EPRA/NAREIT Europe Index Fund,$88.54,683-70-8201
1324,Cookie Dough - Peanut Butter,Transportation,"Hawaiian Holdings, Inc.",$10.31,729-73-2905
1325,Duck - Legs,Consumer Services,"Urban One, Inc. ",$81.58,868-53-5115
1326,Plastic Arrow Stir Stick,Capital Goods,Adient plc,$88.71,256-65-0674
1327,Sugar - Invert,Health Care,"Fulgent Genetics, Inc.",$71.51,587-43-1246
1328,Capers - Pickled,n/a,ProShares Ultra Nasdaq Biotechnology,$11.63,879-20-7056
1329,"Brandy - Orange, Mc Guiness",Health Care,Immuron Limited,$14.52,749-78-6018
1330,Table Cloth 54x72 White,Technology,"SigmaTron International, Inc.",$22.23,775-83-2803
1331,Wine - Sogrape Mateus Rose,n/a,Nuveen Build America Bond Opportunity Fund,$59.10,676-48-1284
1332,Milk - Chocolate 500ml,n/a,iShares S&P Emerging Markets Infrastructure Index Fund,$73.11,566-59-7606
1333,"Pasta - Penne, Rigate, Dry",Finance,"AmTrust Financial Services, Inc.",$45.80,373-70-0234
1334,"Beef - Bones, Marrow",Finance,First Internet Bancorp,$63.88,538-61-4453
1335,Beets - Pickled,Technology,Mobileye N.V.,$16.37,183-22-8149
1336,Chips Potato Salt Vinegar 43g,Health Care,"Chembio Diagnostics, Inc.",$67.81,377-22-1121
1337,"Nut - Walnut, Pieces",Health Care,Sanofi,$19.97,212-11-9046
1338,Potatoes - Pei 10 Oz,Technology,"First Solar, Inc.",$21.91,845-54-6921
1339,Juice - Ocean Spray Kiwi,Consumer Durables,"AMTEK, Inc.",$56.26,625-46-1119
1340,Scallop - St. Jaques,Finance,Astoria Financial Corporation,$53.51,593-54-5555
1341,The Pop Shoppe - Black Cherry,Technology,"Autodesk, Inc.",$65.03,772-08-7469
1342,Wasabi Paste,Consumer Durables,Regal Beloit Corporation,$6.02,765-33-8056
1343,Cake - French Pear Tart,n/a,iShares MSCI China ETF,$23.23,135-60-2211
1344,"Wine - White, Ej",Basic Industries,Yamana Gold Inc.,$10.24,619-73-3523
1345,Pork - Hock And Feet Attached,n/a,"American Financial Group, Inc.",$56.67,728-91-5935
1346,Shrimp - Black Tiger 8 - 12,Consumer Services,Johnson Controls International plc,$79.40,586-20-4650
1347,"Carrots - Purple, Organic",Consumer Services,Teekay Tankers Ltd.,$77.52,373-06-2984
1348,Tomato - Plum With Basil,Finance,M&T Bank Corporation,$69.59,701-92-6534
1349,Wine - Chenin Blanc K.w.v.,n/a,"LogMein, Inc.",$43.42,266-55-4717
1350,Coffee - Ristretto Coffee Capsule,Miscellaneous,"SPAR Group, Inc.",$98.64,693-38-5242
1351,"Spoon - Soup, Plastic",Finance,Cathay General Bancorp,$65.97,390-22-4331
1352,Tomatoes,n/a,First Trust RiverFront Dynamic Europe ETF,$47.85,872-09-5311
1353,"Cake Circle, Foil, Scallop",Technology,"Cirrus Logic, Inc.",$79.33,278-32-3563
1354,Ham Black Forest,Technology,NeoPhotonics Corporation,$80.79,687-75-4521
1355,"Bread - Sticks, Thin, Plain",Consumer Non-Durables,InfoSonics Corp,$48.33,140-27-0513
1356,Scallops - In Shell,Basic Industries,Calgon Carbon Corporation,$32.37,371-77-8578
1357,Puree - Mocha,n/a,Macquarie Global Infrastructure Total Return Fund Inc.,$54.77,485-93-3030
1358,"Shrimp - Baby, Warm Water",Health Care,Benitec Biopharma Limited,$90.58,583-91-9371
1359,Cream - 18%,Finance,"National Bankshares, Inc.",$89.95,601-84-8793
1360,Bread - Assorted Rolls,Public Utilities,"Summit Midstream Partners, LP",$78.21,661-24-6230
1361,Watercress,Technology,"Box, Inc.",$33.32,274-35-2519
1362,Samosa - Veg,Public Utilities,"EnLink Midstream, LLC",$56.60,174-95-6005
1363,Shrimp - 150 - 250,Consumer Services,"Empire Resorts, Inc.",$73.59,306-82-0185
1364,Rolled Oats,Capital Goods,"Commercial Vehicle Group, Inc.",$65.29,129-12-6096
1365,Piping - Bags Quizna,Consumer Services,Regis Corporation,$42.67,641-25-4417
1366,Potatoes - Fingerling 4 Oz,Public Utilities,"Southwest Gas Holdings, Inc.",$88.73,177-89-8713
1367,"Wine - White, Lindemans Bin 95",Finance,"ILG, Inc",$83.58,532-83-8994
1368,Spaghetti Squash,Technology,"Endurance International Group Holdings, Inc.",$37.40,814-93-9373
1369,Wine La Vielle Ferme Cote Du,n/a,PowerShares S&P SmallCap Utilities Portfolio,$8.04,324-57-3191
1370,Wine - Merlot Vina Carmen,Health Care,"ARCA biopharma, Inc.",$25.57,766-15-6260
1371,Oyster - In Shell,Health Care,Edwards Lifesciences Corporation,$86.99,825-46-1178
1372,Soup - Campbells Chili Veg,Finance,Signature Bank,$26.16,646-24-3652
1373,"Tea - Darjeeling, Azzura",Miscellaneous,Sotheby's,$99.78,861-43-2833
1374,"Soup - Knorr, Chicken Gumbo",n/a,"NCS Multistage Holdings, Inc.",$55.02,865-45-4556
1375,"Juice - Apple, 500 Ml",Public Utilities,"America Movil, S.A.B. de C.V.",$78.01,703-21-0892
1376,Wine - Kwv Chenin Blanc South,Consumer Non-Durables,"Core-Mark Holding Company, Inc.",$5.41,899-71-0854
1377,Cheese - Asiago,Health Care,"PDL BioPharma, Inc.",$26.84,216-42-1760
1378,Creme De Menthe Green,Public Utilities,Otelco Inc.,$99.00,152-60-6208
1379,Pasta - Cheese / Spinach Bauletti,Energy,"Superior Energy Services, Inc.",$73.67,696-24-5419
1380,"Beef - Tongue, Cooked",Finance,"RE/MAX Holdings, Inc.",$84.59,337-87-1103
1381,Lemon Tarts,Consumer Services,"Salem Media Group, Inc.",$43.11,166-32-1632
1382,Duck - Whole,n/a,Arlington Asset Investment Corp,$85.63,395-53-8929
1383,Pomegranates,Consumer Non-Durables,"Hostess Brands, Inc.",$48.50,342-10-8468
1384,Muffin Mix - Banana Nut,Health Care,"Bioanalytical Systems, Inc.",$38.63,322-01-6261
1385,Soup - Chicken And Wild Rice,n/a,Chesapeake Lodging Trust,$59.17,857-79-6536
1386,Avocado,Transportation,"USA Truck, Inc.",$34.76,298-23-1799
1387,Chips Potato Salt Vinegar 43g,Finance,Federal Agricultural Mortgage Corporation,$77.65,492-85-4871
1388,Macaroons - Two Bite Choc,Finance,"BGC Partners, Inc.",$45.82,888-16-6332
1389,Dill Weed - Dry,Health Care,"Coherus BioSciences, Inc.",$61.28,253-26-6966
1390,"Mushroom - Enoki, Dry",Health Care,Baxter International Inc.,$57.98,394-80-0631
1391,Nori Sea Weed - Gold Label,Health Care,"Viking Therapeutics, Inc.",$87.54,696-55-2445
1392,Muffin - Mix - Bran And Maple 15l,n/a,"Goldman Sachs Group, Inc. (The)",$48.17,769-42-2094
1393,Goat - Whole Cut,Technology,InterXion Holding N.V.,$6.37,380-64-7249
1394,Coffee - French Vanilla Frothy,Finance,iPath US Treasury Long Bond Bull ETN,$39.29,321-52-6241
1395,"Cookies - Oreo, 4 Pack",Capital Goods,"Proto Labs, Inc.",$16.38,410-19-3663
1396,"Salt - Rock, Course",Basic Industries,Calgon Carbon Corporation,$3.46,267-82-4761
1397,Red Currants,Finance,Tejon Ranch Co,$18.98,758-83-6095
1398,Beans - Soya Bean,Basic Industries,Preformed Line Products Company,$28.57,567-43-4758
1399,Chinese Foods - Chicken,Energy,Valero Energy Corporation,$39.31,853-75-7987
1400,Rye Special Old,n/a,First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index ,$58.39,878-54-1755
1401,Muffin - Zero Transfat,Capital Goods,"Landauer, Inc.",$55.89,578-01-1276
1402,Smoked Tongue,Capital Goods,Fortive Corporation,$12.07,108-01-0850
1403,Fond - Chocolate,Energy,"Plains Group Holdings, L.P.",$83.26,340-48-7455
1404,Oil - Safflower,Health Care,Heska Corporation,$47.57,586-87-9786
1405,Coffee - French Vanilla Frothy,Consumer Services,Great Ajax Corp.,$6.01,373-06-0050
1406,Wine - Charddonnay Errazuriz,Technology,"SPI Energy Co., Ltd.",$82.98,868-95-1610
1407,Dried Peach,n/a,Monroe Capital Corporation,$90.56,200-24-8442
1408,Soap - Pine Sol Floor Cleaner,Finance,Nomura Holdings Inc ADR,$49.48,154-88-3462
1409,Ginger - Fresh,Finance,SLM Corporation,$54.60,155-69-5965
1410,Sobe - Berry Energy,n/a,Lincoln National Corporation,$79.86,246-74-7959
1411,Wine - Ej Gallo Sonoma,Health Care,"Obalon Therapeutics, Inc.",$91.34,867-19-8422
1412,Russian Prince,Consumer Services,DISH Network Corporation,$29.31,499-21-0905
1413,Pectin,Consumer Services,"Ryder System, Inc.",$13.24,865-05-4286
1414,Sauce - Caesar Dressing,Public Utilities,Georgia Power Company,$47.93,351-31-7751
1415,Wine - Zinfandel Rosenblum,Consumer Services,"Ruby Tuesday, Inc.",$29.81,334-66-5874
1416,Sunflower Seed Raw,Transportation,"Covenant Transportation Group, Inc.",$62.88,787-09-2283
1417,Bagel - Ched Chs Presliced,Capital Goods,"Perma-Pipe International Holdings, Inc.",$94.27,251-27-5535
1418,Table Cloth 53x53 White,Basic Industries,Monsanto Company,$23.01,553-06-9161
1419,Sardines,Finance,Stellar Acquisition III Inc.,$39.98,718-59-0363
1420,Vinegar - Raspberry,n/a,Washington Prime Group Inc.,$26.56,341-96-1157
1421,Nantucket - Orange Mango Cktl,Basic Industries,"Perma-Fix Environmental Services, Inc.",$97.69,686-87-4451
1422,"Bread - Pita, Mini",Finance,MB Financial Inc.,$59.89,181-04-9041
1423,Lettuce - Iceberg,Finance,National Holdings Corporation,$8.99,229-01-9680
1424,Ice Cream - Super Sandwich,Consumer Services,MSG Networks Inc.,$80.01,609-52-5389
1425,Tea - Decaf Lipton,Finance,American National Insurance Company,$61.20,549-06-7149
1426,"Chocolate - Milk, Callets",Energy,Foresight Energy LP,$16.36,310-30-3146
1427,Chocolate - Unsweetened,Health Care,Immune Pharmaceuticals Inc.,$35.79,359-11-7825
1428,Steam Pan - Half Size Deep,Public Utilities,"EQT GP Holdings, LP",$52.49,618-98-7900
1429,Dill Weed - Fresh,Technology,"Leidos Holdings, Inc.",$23.95,711-59-8893
1430,Momiji Oroshi Chili Sauce,Finance,Bank of the Ozarks,$42.73,793-13-1694
1431,Compound - Strawberry,Public Utilities,"Dominion Energy, Inc.",$34.88,238-61-9313
1432,Wine - Chenin Blanc K.w.v.,Finance,Cincinnati Financial Corporation,$35.58,141-58-0061
1433,Soupfoamcont12oz 112con,Finance,Capital One Financial Corporation,$99.36,520-07-6550
1434,Beans - Fine,n/a,BlackRock Credit Allocation Income Trust,$94.58,636-61-7700
1435,Mace,n/a,Welltower Inc.,$18.10,619-02-8243
1436,Oven Mitts - 15 Inch,Basic Industries,"Yield10 Bioscience, Inc.",$45.58,214-18-5470
1437,Wine - Spumante Bambino White,Consumer Services,Comcast Corporation,$45.79,292-80-4998
1438,"Peas - Pigeon, Dry",Consumer Services,Regal Entertainment Group,$91.85,755-64-4260
1439,"Rum - White, Gg White",Energy,Westport Fuel Systems Inc,$59.71,862-59-0154
1440,Turkey Leg With Drum And Thigh,n/a,EPR Properties,$80.88,430-62-8821
1441,Cheese - Brie Roitelet,Energy,Hess Midstream Partners LP,$25.37,241-03-2328
1442,Pastry - Cherry Danish - Mini,Technology,Microchip Technology Incorporated,$72.15,691-85-7537
1443,Pastry - Lemon Danish - Mini,Finance,ABM Industries Incorporated,$46.22,812-08-4650
1444,Soup - Chicken And Wild Rice,Finance,CPI Card Group Inc.,$17.77,657-75-3160
1445,"Pepper - Chillies, Crushed",n/a,Blackrock Capital and Income Strategies Fund Inc,$71.57,591-37-2325
1446,Fuji Apples,Consumer Services,Wyndham Worldwide Corp,$37.46,591-55-9975
1447,Bread - Focaccia Quarter,n/a,"Tortoise MLP Fund, Inc.",$16.40,741-03-0353
1448,Cake - French Pear Tart,n/a,Federal Agricultural Mortgage Corporation,$29.64,476-44-1430
1449,Appetiser - Bought,Finance,"Popular, Inc.",$5.75,720-29-9679
1450,Cheese - Perron Cheddar,Basic Industries,"Internationa Flavors & Fragrances, Inc.",$7.19,249-01-2548
1451,Broom - Angled,Capital Goods,Fluidigm Corporation,$21.10,227-28-1679
1452,Wine - Clavet Saint Emilion,n/a,Gabelli Multi-Media Trust Inc. (The),$44.91,410-34-8859
1453,Cookies - Englishbay Oatmeal,Health Care,"Rockwell Medical, Inc.",$54.21,887-14-0926
1454,Soup - Campbells Tomato Ravioli,Consumer Services,Healthcare Realty Trust Incorporated,$82.78,222-54-4993
1455,Jam - Raspberry,n/a,GSV Capital Corp,$9.40,142-85-1992
1456,"Bread - Bagels, Plain",Technology,"American Software, Inc.",$53.73,831-40-9802
1457,"Fish - Artic Char, Cold Smoked",Finance,Triple-S Management Corporation,$19.04,245-76-1618
1458,Sauce - Caesar Dressing,Health Care,Skyline Medical Inc.,$60.32,631-08-6684
1459,"Wine - Red, Harrow Estates, Cab",Energy,Rowan Companies plc,$26.42,117-20-5689
1460,Caviar - Salmon,Transportation,"United Continental Holdings, Inc.",$38.76,587-57-0669
1461,Grand Marnier,Public Utilities,Clean Energy Fuels Corp.,$80.41,883-24-2242
1462,Wine - Stoneliegh Sauvignon,n/a,Blackrock Municipal 2018 Term Trust,$2.24,775-80-8506
1463,"Iced Tea - Lemon, 460 Ml",Consumer Services,Wyndham Worldwide Corp,$12.58,576-60-2146
1464,Pork - Inside,Finance,"PrivateBancorp, Inc.",$48.93,418-01-9600
1465,Corn Shoots,Public Utilities,Pampa Energia S.A.,$24.56,762-54-3602
1466,Cardamon Ground,Capital Goods,Crane Company,$49.17,279-36-1863
1467,Sugar - Crumb,Finance,Lazard Ltd.,$98.29,245-41-1874
1468,Cranberry Foccacia,Consumer Services,"Speedway Motorsports, Inc.",$30.27,670-09-6567
1469,"Wine - White, French Cross",Consumer Services,"Scripps Networks Interactive, Inc",$32.44,286-61-5751
1470,Potato - Sweet,Technology,"MoSys, Inc.",$97.22,340-88-2545
1471,Salt - Sea,Public Utilities,Harmony Merger Corp.,$26.69,334-96-5604
1472,Wine - Wyndham Estate Bin 777,Finance,"IF Bancorp, Inc.",$91.34,514-45-6517
1473,Chicken - Wieners,Consumer Services,"Monogram Residential Trust, Inc.",$61.38,658-78-3266
1474,Veal - Loin,Basic Industries,"Flotek Industries, Inc.",$58.72,513-22-4097
1475,Marzipan 50/50,Technology,"CAI International, Inc.",$54.94,562-19-3647
1476,Lychee - Canned,Finance,American River Bankshares,$49.13,551-68-3519
1477,Sprouts - Corn,Technology,"Cleantech Solutions International, Inc.",$27.38,168-94-4726
1478,Raisin - Golden,Energy,Vaalco Energy Inc,$10.06,443-07-5227
1479,Pork - European Side Bacon,Technology,"Professional Diversity Network, Inc.",$82.28,670-35-0454
1480,Beef - Ground Lean Fresh,Consumer Services,B Communications Ltd.,$95.88,330-77-8325
1481,Truffle Cups - White Paper,Consumer Non-Durables,"ConAgra Brands, Inc.",$1.40,489-50-6047
1482,Table Cloth 91x91 Colour,n/a,Nuveen Floating Rate Income Opportuntiy Fund,$96.49,507-60-6771
1483,Higashimaru Usukuchi Soy,Consumer Services,Brandywine Realty Trust,$94.93,893-93-5417
1484,Nantucket Orange Juice,n/a,Brookfield Real Assets Income Fund Inc.,$11.34,794-76-8336
1485,"Doilies - 5, Paper",Capital Goods,Boeing Company (The),$33.43,656-04-8091
1486,"Coke - Classic, 355 Ml",Health Care,"Minerva Neurosciences, Inc",$40.28,876-06-5728
1487,"Pasta - Rotini, Colour, Dry",Consumer Durables,Iridium Communications Inc,$72.06,599-84-2178
1488,Wine - Hardys Bankside Shiraz,Finance,"SmartFinancial, Inc.",$19.87,501-82-3852
1489,Goat - Leg,Health Care,"Oncobiologics, Inc.",$8.65,340-27-6494
1490,"Mushroom - Shitake, Dry",Finance,Urban Edge Properties,$97.86,181-94-5258
